,c1,c2,pH,T,size,dispersity,aspect_ratio
62,0.0234375,0.3984375,0.8203125,0.8359375,22.013912113831378,14.86739085819739,2.2152218446970657
63,0.5234375,0.8984375,0.3203125,0.3359375,20.08709390504302,14.392857531269897,1.4426593733060342
64,0.7734375,0.1484375,0.5703125,0.5859375,20.669853143086137,17.044583846349227,2.0694150401274403
65,0.2734375,0.6484375,0.0703125,0.0859375,11.548227868286894,11.808604815462754,1.8641724468604801
66,0.3984375,0.0234375,0.4453125,0.2109375,15.193571832802643,11.654996749788946,1.7360837355711543
67,0.8984375,0.5234375,0.9453125,0.7109375,19.30742158302657,8.066348764686314,3.7927096645585077
68,0.6484375,0.2734375,0.1953125,0.4609375,16.58772047242359,17.221927640653337,1.0672615240459171
69,0.1484375,0.7734375,0.6953125,0.9609375,18.588405289170502,9.156373460952686,2.385583464114119
70,0.2109375,0.2109375,0.1328125,0.6484375,15.989392380678936,13.825890659254979,0.21710573213282028
71,0.7109375,0.7109375,0.6328125,0.1484375,17.48755727935866,14.908990863702973,3.337656454499602
72,0.9609375,0.4609375,0.3828125,0.8984375,16.92309209149774,16.40595285163445,1.4907863494399645
73,0.4609375,0.9609375,0.8828125,0.3984375,20.583114965119098,0.08287672131297098,4.075451365156164
74,0.3359375,0.3359375,0.5078125,0.2734375,16.761868669382302,17.617242631944148,1.9739276286592953
75,0.8359375,0.8359375,0.0078125,0.7734375,17.98064241429771,11.090880818709993,0.7774992259097222
76,0.5859375,0.0859375,0.7578125,0.0234375,14.021224015424258,8.596004869845281,4.801090198502093
77,0.0859375,0.5859375,0.2578125,0.5234375,18.359663838389622,16.45740847139998,0.9448858692151216
78,0.1171875,0.1171875,0.6640625,0.4921875,21.337477666841767,15.5350965971503,1.3709308052321787
79,0.6171875,0.6171875,0.1640625,0.9921875,14.100198132950982,13.611306804953779,1.2435288320863556
80,0.8671875,0.3671875,0.9140625,0.2421875,18.81033815144034,10.526287059070421,5.172643218264531
81,0.3671875,0.8671875,0.4140625,0.7421875,19.931674042603504,12.596597672909661,1.3055584038091324
82,0.4921875,0.4921875,0.0390625,0.6171875,15.891833584337814,15.35313311726646,0.8136073557371172
83,0.9921875,0.9921875,0.5390625,0.1171875,20.747249466371713,11.309387087492219,2.4136550498566676
84,0.7421875,0.2421875,0.2890625,0.8671875,16.844789236872476,16.149286972180697,1.2617982325110582
85,0.2421875,0.7421875,0.7890625,0.3671875,20.097885137022384,9.242131921819087,3.591885763891684
86,0.1796875,0.3046875,0.3515625,0.0546875,10.58773154587086,12.6067516094919,2.081999954316553
87,0.6796875,0.8046875,0.8515625,0.5546875,20.044175370175104,7.0555340771937,3.2071971108481305
88,0.9296875,0.0546875,0.1015625,0.3046875,15.23883754642989,9.374368385502043,1.9894208738997048
89,0.4296875,0.5546875,0.6015625,0.8046875,18.986440508353358,17.308279809110815,1.6413287935082281
90,0.3046875,0.1796875,0.9765625,0.9296875,21.753923463762494,10.977040295827683,3.0602851987945634
91,0.8046875,0.6796875,0.4765625,0.4296875,19.981833815013847,18.863657985158028,1.6440397332218735
92,0.5546875,0.4296875,0.7265625,0.6796875,20.107602358935594,16.981942382114212,2.288984756479227
93,0.0546875,0.9296875,0.2265625,0.1796875,17.834921724984255,7.335841165643621,2.3417782270487555
94,0.0390625,0.1328125,0.3984375,0.3515625,16.887546731809607,13.756851757312548,0.5807038227616249
95,0.5390625,0.6328125,0.8984375,0.8515625,18.22971988872822,8.277522407401133,3.155575988058705
96,0.7890625,0.3828125,0.1484375,0.1015625,12.710125174392498,16.605600744443798,2.0751924822390344
97,0.2890625,0.8828125,0.6484375,0.6015625,21.270673672984877,9.324854532838252,2.319642150422521
98,0.4140625,0.2578125,0.7734375,0.7265625,21.199033687180883,16.44874720780316,2.224722436513309
99,0.9140625,0.7578125,0.2734375,0.2265625,19.141393346664444,19.083028494598643,1.4827341072898723
100,0.6640625,0.0078125,0.5234375,0.9765625,18.97431422080475,12.911029347171572,1.663918998214039
101,0.1640625,0.5078125,0.0234375,0.4765625,15.06094163480123,12.889618506321238,0.771842811651578
102,0.2265625,0.4453125,0.5859375,0.1640625,15.600645480052284,15.135248873297389,2.8323668889708857
103,0.7265625,0.9453125,0.0859375,0.6640625,20.171538932428675,11.214811841303783,0.59384425116461
104,0.9765625,0.1953125,0.8359375,0.4140625,21.436640851848264,12.250664395031121,4.282162851489419
105,0.4765625,0.6953125,0.3359375,0.9140625,16.71523285386294,15.275963691241241,1.1476792422844235
106,0.3515625,0.0703125,0.2109375,0.7890625,16.990086762370147,13.023940906995579,0.33359488781435687
107,0.8515625,0.5703125,0.7109375,0.2890625,19.147825458922124,15.978770363234373,3.329333514491973
108,0.6015625,0.3203125,0.4609375,0.5390625,19.107406429768666,19.892182787530196,1.4255770410082067
109,0.0703125,0.3515625,0.1171875,0.9453125,15.045173178005328,13.459552812462295,0.6474259135348848
110,0.5703125,0.8515625,0.6171875,0.4453125,20.655771465214492,12.48212462058494,2.201412041426591
111,0.8203125,0.1015625,0.3671875,0.6953125,19.335683246710968,15.386080214836891,1.515041914051284
112,0.3203125,0.6015625,0.8671875,0.1953125,17.481803748596228,8.657186834886566,4.696880981126524
113,0.4453125,0.2265625,0.7421875,0.0703125,14.45015102410947,11.57175719855313,4.22961826348411
114,0.9453125,0.7265625,0.2421875,0.5703125,20.10879887205179,18.133159085942278,0.8007921107828331
115,0.6953125,0.4765625,0.9921875,0.3203125,19.028075318217965,7.841035489191528,5.2049961451745155
116,0.1953125,0.9765625,0.4921875,0.8203125,20.594768417795798,6.636701708163487,1.842795604816752
117,0.1328125,0.0390625,0.9296875,0.5078125,23.991084479146906,10.079315544632513,2.819094130897963
118,0.6328125,0.5390625,0.4296875,0.0078125,12.87347588273324,17.206662465531323,3.0973304766882923
119,0.8828125,0.2890625,0.6796875,0.7578125,20.063959889685442,16.030541834716125,2.452187710481767
120,0.3828125,0.7890625,0.1796875,0.2578125,17.219083162319162,14.703381890748059,1.4825167984520544
121,0.2578125,0.4140625,0.3046875,0.3828125,16.670451201287324,18.000645084571264,1.0405233783641328
122,0.7578125,0.9140625,0.8046875,0.8828125,17.045605357433413,1.5769275713187443,2.4130162562508306
123,0.5078125,0.1640625,0.0546875,0.1328125,9.305533098032654,8.72228393774757,1.5073879402894805
124,0.0078125,0.6640625,0.5546875,0.6328125,21.263728674850068,15.038373284185791,1.7549551826190535
125,0.01171875,0.33203125,0.29296875,0.19140625,13.141973616084721,12.875873045754634,1.2385379814112065
126,0.51171875,0.83203125,0.79296875,0.69140625,19.887213643151142,7.426044168002416,2.7044954652486783
127,0.76171875,0.08203125,0.04296875,0.44140625,14.877519645521225,9.174189115775269,1.3234734927689766
128,0.26171875,0.58203125,0.54296875,0.94140625,17.854236128380442,16.32801724449608,1.5174689427002415
129,0.38671875,0.20703125,0.91796875,0.81640625,21.821240142084857,12.806686966030126,2.903508272075995
130,0.88671875,0.70703125,0.41796875,0.31640625,19.744838533384222,19.23850794461284,1.6985531486733783
131,0.63671875,0.45703125,0.66796875,0.56640625,20.022763057281974,18.084190696942837,2.2378530008456945
132,0.13671875,0.95703125,0.16796875,0.06640625,15.834126272405875,6.196124002455319,2.5748377399253135
133,0.19921875,0.01953125,0.73046875,0.25390625,18.795085844071924,10.241332235344268,2.5168366421261403
134,0.69921875,0.51953125,0.23046875,0.75390625,17.363708683919867,18.16744392677891,0.9446440394261513
135,0.94921875,0.26953125,0.98046875,0.00390625,15.238350764752296,4.909887266663832,7.323055544883043
136,0.44921875,0.76953125,0.48046875,0.50390625,20.178218856449874,16.103312244508327,1.5894560817483845
137,0.32421875,0.39453125,0.10546875,0.62890625,16.0029514946767,15.797741176383902,0.5997255211509089
138,0.82421875,0.89453125,0.60546875,0.12890625,18.979650705262486,11.956290416676472,3.0397287651201754
139,0.57421875,0.14453125,0.35546875,0.87890625,17.638565512022605,16.011278193565573,1.041837593520869
140,0.07421875,0.64453125,0.85546875,0.37890625,20.577536076666433,8.485328111480245,3.9185829323029453
141,0.10546875,0.17578125,0.19921875,0.59765625,16.800382852661535,14.116682369055644,0.021510662644643033
142,0.60546875,0.67578125,0.69921875,0.09765625,16.188422351862616,12.939040435495702,4.0256549649704505
143,0.85546875,0.42578125,0.44921875,0.84765625,17.791678198893,17.734351935911448,1.506044254803875
144,0.48046875,0.30078125,0.57421875,0.47265625,19.460256383177907,18.999803118009858,1.8108158425893013
145,0.98046875,0.80078125,0.07421875,0.97265625,15.181384810509478,8.923657393894693,1.053728038301812
146,0.73046875,0.05078125,0.82421875,0.22265625,19.246238632052076,9.584412281477622,4.542027231774321
147,0.23046875,0.55078125,0.32421875,0.72265625,18.53142464935302,18.234122031899062,0.8777252638029067
148,0.16796875,0.48828125,0.76171875,0.91015625,19.79868739053571,14.887005466498378,2.1700262941837787
149,0.66796875,0.98828125,0.26171875,0.41015625,21.62911248535529,12.798286419007246,0.9437848757267157
150,0.91796875,0.23828125,0.51171875,0.66015625,20.202518947280655,17.74910578765037,1.979874117049274
151,0.41796875,0.73828125,0.01171875,0.16015625,14.038589836093974,12.474846380469259,1.5893973833580388
152,0.29296875,0.11328125,0.38671875,0.03515625,10.10372861870835,9.997558043114143,2.176418589011546
153,0.79296875,0.61328125,0.88671875,0.53515625,19.934400505899244,10.248351080832819,3.606234389933708
154,0.54296875,0.36328125,0.13671875,0.28515625,14.167541735500985,16.338849859852704,1.2267711104775416
155,0.04296875,0.86328125,0.63671875,0.78515625,21.398133790073146,8.19073272940698,2.357670202445477
156,0.05859375,0.06640625,0.99609375,0.73828125,25.56855512423326,10.345780899109302,2.6802736325452443
157,0.55859375,0.56640625,0.49609375,0.23828125,17.24688767082126,18.570762677033343,2.324939729429023
158,0.80859375,0.31640625,0.74609375,0.98828125,17.231574769238907,12.984378670607398,2.655275911743617
159,0.30859375,0.81640625,0.24609375,0.48828125,19.60067133580466,14.621771306303497,1.1818216272895492
160,0.43359375,0.44140625,0.37109375,0.36328125,17.258365600356786,19.40355093033095,1.3962146708502774
161,0.68359375,0.19140625,0.12109375,0.11328125,10.89470872655731,11.888333827688546,1.949556586456914
162,0.18359375,0.69140625,0.62109375,0.61328125,20.850381844464344,14.678135085764202,2.024169121423911
163,0.24609375,0.25390625,0.05859375,0.80078125,14.814253292183198,12.338768059078493,0.47828967715954684
164,0.74609375,0.75390625,0.55859375,0.30078125,19.570452629078606,16.428332020172387,2.2951911827175864
165,0.99609375,0.00390625,0.30859375,0.55078125,19.923537493472974,11.670631022150912,2.046737916055617
166,0.49609375,0.50390625,0.80859375,0.05078125,14.515699858443112,10.656984991849614,5.0131018132143685
167,0.37109375,0.12890625,0.68359375,0.17578125,16.456488601916185,12.493535400725488,3.0986880636615233
168,0.87109375,0.62890625,0.18359375,0.67578125,18.477829400502646,17.709273663744707,0.8645293817795043
169,0.62109375,0.37890625,0.93359375,0.42578125,20.194423076094573,11.30507231267582,4.268998605937871
170,0.12109375,0.87890625,0.43359375,0.92578125,18.97621144886156,9.30902692179098,1.7515012654933726
171,0.08984375,0.41015625,0.52734375,0.08203125,13.281533004277911,12.967752451526115,2.7907282729224527
172,0.58984375,0.91015625,0.02734375,0.58203125,19.637497243646294,11.411186106767039,0.7914754768146252
173,0.83984375,0.16015625,0.77734375,0.33203125,20.305263040805322,13.411318290199873,3.947308217658681
174,0.33984375,0.66015625,0.27734375,0.83203125,17.570076689614865,16.26675667294289,1.0044033945326385
175,0.46484375,0.03515625,0.15234375,0.95703125,15.074805322245318,9.573856662828899,0.8150478877439409
176,0.96484375,0.53515625,0.65234375,0.45703125,20.41868652810287,17.484954975014507,2.570172748274404
177,0.71484375,0.28515625,0.40234375,0.70703125,18.785196244296625,18.920232971336926,1.286723157864214
178,0.21484375,0.78515625,0.90234375,0.20703125,18.403334323201513,2.6186013211865484,5.1677013475616995
179,0.15234375,0.22265625,0.46484375,0.39453125,18.05708856570403,16.798301217420295,1.0444605729333358
180,0.65234375,0.72265625,0.96484375,0.89453125,16.737393969968917,2.449953342830342,3.555181785334919
181,0.90234375,0.47265625,0.21484375,0.14453125,15.398494558475102,19.190262264917397,2.041170836411073
182,0.40234375,0.97265625,0.71484375,0.64453125,21.131659117602005,4.6158378860575215,2.503845268467753
183,0.27734375,0.34765625,0.83984375,0.51953125,21.21288627719552,14.544192097565276,2.9381908178504115
184,0.77734375,0.84765625,0.33984375,0.01953125,16.423697069026005,15.837074829176062,2.4613148637220412
185,0.52734375,0.09765625,0.58984375,0.76953125,20.719139217140672,16.656108360414926,1.4587724794324852
186,0.02734375,0.59765625,0.08984375,0.26953125,14.221333817525986,11.370730003968717,1.2851268580569524
187,0.01953125,0.19921875,0.59765625,0.90234375,21.210672972028128,18.04207751424866,0.7442918270068546
188,0.51953125,0.69921875,0.09765625,0.40234375,17.40742582407719,16.338698670661508,0.9997399100110667
189,0.76953125,0.44921875,0.84765625,0.65234375,20.1312226757486,13.26623396879407,3.2030675031408316
190,0.26953125,0.94921875,0.34765625,0.15234375,18.272758404189826,9.523170700462435,2.462587091869993
191,0.39453125,0.32421875,0.22265625,0.02734375,9.238276843688295,13.165498253877816,2.0973675371312135
192,0.89453125,0.82421875,0.72265625,0.52734375,20.657960461899048,10.63640567088398,2.3489053429322873
193,0.64453125,0.07421875,0.47265625,0.27734375,17.261473214014895,14.552465433482809,2.187682360725168
194,0.14453125,0.57421875,0.97265625,0.77734375,21.12207133346447,7.800957447726651,3.630010612272014
195,0.20703125,0.38671875,0.41015625,0.58984375,19.02206333736119,19.271301131796086,0.8617330293680527
196,0.70703125,0.88671875,0.91015625,0.08984375,17.04927548729058,1.1753236632021204,5.468725454343469
197,0.95703125,0.13671875,0.16015625,0.83984375,16.73950443020458,11.15898847849501,1.711310753712903
198,0.45703125,0.63671875,0.66015625,0.33984375,19.07411973144842,15.614139549914313,2.7593420817108045
199,0.33203125,0.01171875,0.78515625,0.46484375,22.225280318938292,12.344270007480947,2.380978676453924
200,0.83203125,0.51171875,0.28515625,0.96484375,15.179225581031826,15.513600868230554,1.3269336425313607
201,0.58203125,0.26171875,0.53515625,0.21484375,16.391052268492576,17.21190597664226,2.5812833303920537
202,0.08203125,0.76171875,0.03515625,0.71484375,17.76020117435289,10.138177081797835,1.2023407287541379
203,0.11328125,0.29296875,0.87890625,0.30859375,19.8635067105638,10.88280813468939,3.67549883604615
204,0.61328125,0.79296875,0.37890625,0.80859375,18.426935049055274,14.568252113581122,1.0466464812356582
205,0.86328125,0.04296875,0.62890625,0.05859375,15.4396730766407,10.379776499807068,4.439561745901498
206,0.36328125,0.54296875,0.12890625,0.55859375,16.868620363026874,16.84287225582133,0.7785180876737843
207,0.48828125,0.16796875,0.25390625,0.68359375,17.488431265207947,16.195726185322222,0.6737031104779744
208,0.98828125,0.66796875,0.75390625,0.18359375,18.78953049106932,13.238853732458423,3.956755722901794
209,0.73828125,0.41796875,0.00390625,0.93359375,13.308704117611416,11.216735940018776,1.450129590425384
210,0.23828125,0.91796875,0.50390625,0.43359375,21.277606116319433,10.351700495999374,2.133379272345719
211,0.17578125,0.10546875,0.06640625,0.24609375,10.375413075822285,6.340322676608769,0.5027240055146107
212,0.67578125,0.60546875,0.56640625,0.74609375,18.99218923763885,17.243871293607192,1.5904697323818144
213,0.92578125,0.35546875,0.31640625,0.49609375,19.0047648397089,19.570524593463027,1.523336136169763
214,0.42578125,0.85546875,0.81640625,0.99609375,16.207973005876852,2.676585046542181,2.8388996947741365
215,0.30078125,0.48046875,0.69140625,0.87109375,19.287575063243658,16.52269328548182,1.888338795265593
216,0.80078125,0.98046875,0.19140625,0.37109375,21.745241616958893,13.760213031121637,0.7454675487468466
217,0.55078125,0.23046875,0.94140625,0.62109375,21.799893544914703,11.75464041636628,3.6427804330808153
218,0.05078125,0.73046875,0.44140625,0.12109375,15.724540866612768,11.06053001057834,2.857092940808405
219,0.03515625,0.46484375,0.17578125,0.41796875,16.08198877466334,14.723614326751965,0.7513093324970141
220,0.53515625,0.96484375,0.67578125,0.91796875,17.621149218791146,3.3304166578478434,2.036142124082691
221,0.78515625,0.21484375,0.42578125,0.16796875,15.600512084244071,16.757806899575037,2.658249212943198
222,0.28515625,0.71484375,0.92578125,0.66796875,20.57200333596663,6.338333852728758,3.64495011765409
223,0.41015625,0.08984375,0.55078125,0.54296875,20.355894496735775,16.640988453358517,1.2921946647850235
224,0.91015625,0.58984375,0.05078125,0.04296875,13.510141011430884,16.917545035841485,2.039584669176282
225,0.66015625,0.33984375,0.80078125,0.79296875,19.867416909349792,14.783363149975074,2.6863026659789817
226,0.16015625,0.83984375,0.30078125,0.29296875,18.72606788387334,12.243033440272233,1.8660688128523273
227,0.22265625,0.15234375,0.86328125,0.10546875,16.007476240979912,7.468724031913371,4.4595354978329045
228,0.72265625,0.65234375,0.36328125,0.60546875,19.353817124443054,19.041633886895774,1.0708695105176902
229,0.97265625,0.40234375,0.61328125,0.35546875,19.897330501102328,18.448665141049872,2.8719480295528306
230,0.47265625,0.90234375,0.11328125,0.85546875,17.66745426283305,9.453530710098622,1.0679118018811726
231,0.34765625,0.27734375,0.48828125,0.98046875,17.489927004280418,17.969842038325233,1.1212812928864424
232,0.84765625,0.77734375,0.98828125,0.48046875,19.52001703961944,2.276006759449799,4.358363492232412
233,0.59765625,0.02734375,0.23828125,0.73046875,17.732341222277462,12.364969654990151,0.8452131148755073
234,0.09765625,0.52734375,0.73828125,0.23046875,17.95359071929259,11.972182263343983,3.5069029575781228
235,0.56640625,0.55859375,0.83203125,0.26171875,18.307470659651123,12.175107045949687,4.139389933311372
236,0.81640625,0.30859375,0.08203125,0.51171875,16.47079289370138,15.621757120620458,1.193114340879319
237,0.31640625,0.80859375,0.58203125,0.01171875,14.72051459888748,9.452165869978835,3.9757307381455154
238,0.44140625,0.43359375,0.95703125,0.13671875,16.376427058623587,7.198495636311367,5.6385332940635715
239,0.94140625,0.93359375,0.45703125,0.63671875,21.259149288613067,12.014478333830349,0.8552662302573681
240,0.69140625,0.18359375,0.70703125,0.38671875,20.071779171215223,15.7575951888458,3.024528823934516
241,0.19140625,0.68359375,0.20703125,0.88671875,17.02932620688615,14.11204428095062,1.1185750859380679
242,0.12890625,0.37109375,0.64453125,0.69921875,21.103085452269205,18.26948045501929,1.4625943148663478
243,0.62890625,0.87109375,0.14453125,0.19921875,18.090750236299346,14.896913130298385,1.4010674708552107
244,0.87890625,0.12109375,0.89453125,0.94921875,19.94879712636349,8.350124777578582,3.6867462914849627
245,0.37890625,0.62109375,0.39453125,0.44921875,18.8366415638317,18.64479003428019,1.3686531833317863
246,0.25390625,0.24609375,0.01953125,0.32421875,11.779476186074886,9.856671835734115,0.6690794532689978
247,0.75390625,0.74609375,0.51953125,0.82421875,18.234171141098066,14.214391839144263,1.35212921136694
248,0.50390625,0.49609375,0.26953125,0.07421875,12.406168440888303,16.84464016996375,2.179223674355206
249,0.005859375,0.498046875,0.677734375,0.294921875,18.877515752231766,13.458423268373684,2.7980104137581487
250,0.505859375,0.998046875,0.177734375,0.794921875,19.543493388460192,8.158315847035071,0.9317710026781665
251,0.755859375,0.248046875,0.927734375,0.044921875,15.34797538029186,7.299825083912502,6.294104557278436
252,0.255859375,0.748046875,0.427734375,0.544921875,20.15765529505288,15.83852387138249,1.4604552484839572
253,0.380859375,0.123046875,0.052734375,0.669921875,14.876856837827843,10.309285182046617,0.43268528281263297
254,0.880859375,0.623046875,0.552734375,0.169921875,17.93970636477325,18.182018948966753,2.8999646106941857
255,0.630859375,0.373046875,0.302734375,0.919921875,16.012553202080525,17.215806481772038,1.1527285344756033
256,0.130859375,0.873046875,0.802734375,0.419921875,21.393084234766967,4.3108383448203,3.7869961737828683
257,0.193359375,0.185546875,0.365234375,0.232421875,14.38417834012421,13.96879615252614,1.211329910976688
258,0.693359375,0.685546875,0.865234375,0.732421875,18.99501788864596,8.708053193758762,3.0347246871917752
259,0.943359375,0.435546875,0.115234375,0.482421875,17.845927445802538,17.930419221469617,1.229445202554857
260,0.443359375,0.935546875,0.615234375,0.982421875,16.831778285368383,4.921821919816293,1.9766812254044632
261,0.318359375,0.310546875,0.990234375,0.857421875,21.133351038857313,10.53581721537637,3.3811764871512766
262,0.818359375,0.810546875,0.490234375,0.357421875,20.498992739925892,16.537397440877758,1.7365853646297968
263,0.568359375,0.060546875,0.740234375,0.607421875,22.181510522114323,14.458136731196587,2.380249389443372
264,0.068359375,0.560546875,0.240234375,0.107421875,12.352116404317538,12.351451452867357,1.9458837736991805
265,0.099609375,0.029296875,0.833984375,0.888671875,24.168794935331544,13.946163066133506,1.5186739660213897
266,0.599609375,0.529296875,0.333984375,0.388671875,17.918366415783193,20.084704811084062,1.3530363636784635
267,0.849609375,0.279296875,0.583984375,0.638671875,20.30881024946739,18.121971008303497,2.1032106111546325
268,0.349609375,0.779296875,0.083984375,0.138671875,14.560597839174562,12.399882699664381,1.760983622836844
269,0.474609375,0.404296875,0.458984375,0.013671875,11.738918991055609,15.665203423010372,3.0862585647332046
270,0.724609375,0.154296875,0.208984375,0.263671875,14.73931849015141,14.221931578236525,1.6697688300997502
271,0.224609375,0.654296875,0.708984375,0.763671875,20.310573550818386,13.729964086679203,2.2056525003154195
272,0.162109375,0.341796875,0.146484375,0.576171875,16.23249040299689,15.40555884484081,0.39903047497490485
273,0.662109375,0.841796875,0.646484375,0.076171875,17.08354025591755,11.06467339904865,3.7214587208195637
274,0.912109375,0.091796875,0.396484375,0.826171875,19.086658065451836,13.880786817707243,1.820551387568164
275,0.412109375,0.591796875,0.896484375,0.326171875,19.114439622292878,9.577180722769766,4.317107134133741
276,0.287109375,0.216796875,0.521484375,0.451171875,19.07874416393775,17.884153642289977,1.2964128475829355
277,0.787109375,0.716796875,0.021484375,0.951171875,14.426559251018247,10.238815933841156,1.2499914412893236
278,0.537109375,0.466796875,0.771484375,0.201171875,17.269081049478846,13.997029621415509,3.968515875595086
279,0.037109375,0.966796875,0.271484375,0.701171875,21.529732930675546,7.525476312616426,1.6282756630580777
